w_wagon_type,w_train_number,w_train_type,w_wagon_number,ss_name,ss_lon,fs_name,fs_lon,f_ticket_cost,f_days_diff
Female,447,Peak,4,Wervik,3.04698,Comines,2.999286,88.79999999999998,26
Sleeping,116,Regular,18,Anzegem,3.495013,Audenarde,3.600388,32.12,24
Standard,274,Suburban,3,Hal,4.240633,Huizingen,4.266485,61.66,21
Female,52,Regular,4,Merelbeke,3.76889,Balegem-Zuid,3.80587,82.97,21
Standard,198,Intercity,6,Merelbeke,3.76889,Bruxelles-Chapelle,4.34787,147.49999999999997,20
Standard,388,Regular,10,Assesse,5.022836,Naninne,4.929754,50.38,16
Standard,111,Suburban,13,Idegem,3.921556,Appelterre,3.972107,21.96,29
Sleeping,563,Peak,3,Neerpelt,5.43717,Mol,5.116333,118.72,17
Standard,493,Peak,16,Lens,3.903226,Lens,3.903226,17.39,28
Standard,277,Intercity,7,Dixmude,2.868947,Sint-Martens-Bodegem,4.20508,322.45000000000005,22
Lux,32,Regular,5,Geel,4.988611,Mol,5.116333,481.76,27
Female,537,Peak,3,Jurbise,3.91069,Bruxelles-Chapelle,4.34787,220.33,27
Lux,72,Intercity,16,Saint-Trond,5.17665,Landen,5.07966,208.99,22
Standard,469,Peak,15,Kiewit,5.350226,Hasselt,5.327631,7.59,21
Sleeping,320,Peak,15,Bellem,3.48737,Maria-Aalter,3.38673,52.489999999999995,16
Standard,359,Regular,9,Rebaix,3.793624,Houraing,3.835174,26.36,28
Standard,595,Peak,14,Hillegem,3.85747,Terhagen,3.896657,24.54,16
Standard,94,Intercity,11,Herseaux,3.245961,Callenelle,3.526178,107.42999999999999,31
Standard,258,Intercity,13,Leuze,3.616876,Tournai,3.39694,102.86,16
Female,134,Regular,16,Anvers-Berchem,4.432219,Mortsel,4.448435,21.72,21
Female,27,Regular,19,Overpelt,5.422756,Lommel,5.312032,24.73,19
Standard,493,Peak,16,Maffle,3.800117,Ath,3.777428,6.3,19
Lux,436,Peak,19,Ypres,2.87659,Menin,3.11379,784.34,29
Female,265,Suburban,15,Meiser,4.394424,Bordet,4.410024,21.659999999999997,24
Sleeping,35,Regular,9,Vertrijk,4.83552,Vertrijk,4.83552,66.91,24
Standard,94,Intercity,11,Ville-Pommeroeul,3.724245,Jemappes,3.885583,63.34,25
Sleeping,411,Regular,3,Marloie,5.31389,Marloie,5.31389,30.900000000000002,28
Standard,215,Intercity,20,Godinne,4.86996,Lustin,4.877468,34.82,29
Standard,493,Peak,16,Brugelette,3.852551,Brugelette,3.852551,10.43,17
Standard,424,Regular,12,Bruxelles-Congrès,4.362051,Bruxelles-Chapelle,4.34787,8.95,21
Sleeping,575,Regular,7,De Pinte,3.650467,Deinze,3.534435,31.2,27
Lux,332,Intercity,15,Geel,4.988611,Olen,4.9025,343.22,14
Standard,159,Suburban,17,Balegem-Zuid,3.80587,Balegem-Dorp,3.791423,19.11,22
Female,542,Suburban,13,Eke-Nazareth,3.627836,Zingem,3.646381,52.24000000000001,27
Female,247,Suburban,7,Herentals,4.82954,Anvers-Berchem,4.432219,131.57,26
Lux,295,Intercity,15,Ronet,4.82842,Ham-sur-Sambre,4.66939,387.03000000000003,29
Lux,468,Peak,16,Diepenbeek,5.419946,Hasselt,5.327631,145.2,25
Standard,252,Intercity,12,Bruxelles-Chapelle,4.34787,Vilvorde,4.432826,41.19,16
Female,179,Suburban,5,Sint-Martens-Bodegem,4.20508,Bruxelles-Nord,4.36085,70.00999999999999,21
Sleeping,563,Peak,3,Geel,4.988611,Hever,4.537634,196.28000000000003,18
Sleeping,116,Regular,18,Anzegem,3.495013,Audenarde,3.600388,32.12,28
Standard,58,Intercity,15,Grupont,5.280527,Grupont,5.280527,29.16,31
Standard,383,Regular,8,Sy,5.523566,Méry,5.587237,58.07999999999999,30
Female,309,Suburban,3,Bruxelles-Chapelle,4.34787,Bruxelles-Midi,4.33653,4.19,15
Standard,287,Suburban,2,Herent,4.67219,Nossegem,4.50611,52.76,30
Lux,149,Intercity,19,Gentbrugge,3.756326,Gand-Saint-Pierre,3.710673,62.75,29
Sleeping,497,Peak,9,Bruxelles-Nord,4.36085,Ottignies,4.56936,117.53000000000002,16
Standard,200,Intercity,2,Gand-Saint-Pierre,3.710673,Merelbeke,3.76889,11.72,28
Female,53,Regular,20,Zottegem,3.81441,Munkzwalm,3.733242,25.61,20
Sleeping,550,Peak,3,Kwatrecht,3.829591,Merelbeke,3.76889,48.410000000000004,19
Female,37,Regular,15,Landen,5.07966,Neerwinden,5.03632,92.02,24
Standard,337,Intercity,13,Pepinster,5.806155,Haren-Sud,4.415358,347.26000000000005,17
Sleeping,84,Regular,13,Nieuwkerken-Waas,4.185904,Nieuwkerken-Waas,4.185904,27.779999999999998,22
Sleeping,463,Peak,17,Anvers-Berchem,4.432219,Lierre,4.560611,62.49999999999999,25
Standard,376,Suburban,4,Diepenbeek,5.419946,Bilzen,5.50938,21.34,17
Sleeping,404,Regular,12,Libramont,5.37927,Bertrix,5.267189,43.49,27
Standard,214,Regular,10,Schulen,5.187405,Aarschot,4.82404,117.53,25
Lux,149,Intercity,19,Sinaai,4.06894,Zwijndrecht,4.329776,531.08,16
Female,106,Suburban,2,Enghien,4.047359,Bruxelles-Congrès,4.362051,146.89999999999998,21
Standard,432,Regular,11,Anseremme,4.90553,Dinant,4.90818,5.82,19
Standard,421,Regular,3,Tielen,4.89309,Kessel,4.61846,84.25,23
Standard,453,Suburban,3,Sint-Gillis,4.117831,Jette,4.326218,72.28,18
Standard,275,Intercity,10,Louvain,4.715868,Neerwinden,5.03632,97.01,24
Lux,523,Peak,4,Auvelais,4.630534,Auvelais,4.630534,112.57,23
Lux,557,Peak,3,Coxyde,2.652773,Furnes,2.66994,370.94000000000005,15
Standard,185,Intercity,12,Bruges,3.21673,Ostende,2.92581,43.89,27
Female,115,Suburban,14,Mollem,4.216967,Welle,4.050617,188.58,29
Female,516,Peak,7,Libramont,5.37927,Bertrix,5.267189,47.45,18
Lux,311,Intercity,8,Herent,4.67219,Nossegem,4.50611,384.1,17
Standard,82,Intercity,20,Herent,4.67219,Nossegem,4.50611,51.209999999999994,20
Female,136,Regular,5,Antoing,3.45131,Soignies,4.067518,350.40000000000003,21
Standard,214,Regular,10,Schulen,5.187405,Hasselt,5.327631,28.98,31
Sleeping,437,Peak,19,Lede,3.98498,Serskamp,3.95936,8.28,29
Standard,556,Peak,15,De Pinte,3.650467,Deinze,3.534435,60.02,27
Standard,38,Regular,4,Anvers-Sud,4.390264,Anvers-Sud,4.390264,13.95,16
Female,18,Regular,10,Leignon,5.10778,Haversin,5.194376,86.66,21
Sleeping,555,Peak,5,Lichtervelde,3.127209,Lichtervelde,3.127209,41.53,18
Female,471,Peak,4,Zichem,4.98736,Diest,5.05003,71.54,28
Lux,289,Intercity,19,Milmort,5.600094,Milmort,5.600094,131.02,18
Female,525,Suburban,17,Renaix,3.60255,Audenarde,3.600388,41.14,21
Standard,331,Intercity,18,Wolfstee,4.786148,Nijlen,4.666589,34.7,27
Standard,417,Suburban,4,Viane-Moerbeke,3.91734,Gammerages,3.965726,28.83,22
Standard,214,Regular,10,Schulen,5.187405,Schulen,5.187405,56.5,26
Sleeping,497,Peak,9,Bruxelles-Chapelle,4.34787,Bruxelles-Midi,4.33653,3.84,28
Female,305,Suburban,6,Mollem,4.216967,Mollem,4.216967,19.05,19
Sleeping,399,Regular,5,Kapelle-op-den-Bos,4.359118,Kapelle-op-den-Bos,4.359118,47.31,20
Female,14,Regular,11,Tongres,5.47328,Glons,5.535429,24.54,25
Female,594,Suburban,5,Bruxelles-Nord,4.36085,Herzele,3.880616,177.37,30
Female,108,Suburban,14,Okegem,4.054554,Iddergem,4.068488,25.82,17
Standard,398,Regular,17,Bertrix,5.267189,Libramont,5.37927,31.63,29
Sleeping,558,Peak,3,Lissewege,3.19451,Zeebrugge-Dorp,3.195171,11.1,19
Sleeping,582,Peak,14,Viville,5.786525,Profondsart,4.545435,620.6899999999999,24
Lux,315,Intercity,10,Harelbeke,3.314007,Waregem,3.42551,518.9300000000001,17
Female,202,Suburban,4,Sint-Denijs-Boekel,3.6984,Terhagen,3.896657,105.67,19
Standard,376,Suburban,4,Diepenbeek,5.419946,Bilzen,5.50938,21.34,16
Standard,350,Regular,13,Blaton,3.666308,Maubray,3.495523,66.32000000000001,17
Lux,255,Intercity,19,Ruisbroek,4.29533,Froyennes,3.354835,2107.68,16
Female,552,Peak,14,Vijfhuizen,3.98125,Vijfhuizen,3.98125,20.91,18
Female,517,Peak,15,Gedinne,4.978077,Beauraing,4.95684,115.23,20
Standard,493,Peak,16,Maffle,3.800117,Maffle,3.800117,15.190000000000001,24
Sleeping,358,Regular,2,Cambron-Casteau,3.87481,Cambron-Casteau,3.87481,21.34,20
Sleeping,437,Peak,19,Merelbeke,3.76889,Merelbeke,3.76889,25.02,21
Standard,113,Regular,13,Sint-Denijs-Boekel,3.6984,Munkzwalm,3.733242,7.29,15
Standard,192,Intercity,6,Neufchâteau,5.452557,Forrières,5.276783,131.66,29
Female,9,Regular,14,Messancy,5.818919,Arlon,5.809972,33.66,30
Standard,200,Intercity,2,Sint-Gillis,4.117831,Sint-Gillis,4.117831,8.309999999999999,30
Female,537,Peak,3,Forest-Midi,4.309167,Bruxelles-Chapelle,4.34787,57.78,24
Standard,248,Intercity,15,Coxyde,2.652773,Tielt,3.33034,153.09,28
Female,444,Peak,19,Duinbergen,3.263591,Knokke,3.28519,3.99,23
Sleeping,592,Peak,10,Londerzeel,4.299069,Oud-Heverlee,4.65331,184.29999999999998,27
Standard,262,Intercity,15,Wildert,4.463349,Anvers-Noorderdokken,4.42791,56.41,27
Female,115,Suburban,14,Bruxelles-Chapelle,4.34787,Haaltert,4.023957,121.49000000000001,22
Lux,119,Intercity,16,Harelbeke,3.314007,Courtrai,3.264548,99.44,20
Standard,248,Intercity,15,Furnes,2.66994,Lichtervelde,3.127209,127.27000000000001,25
Lux,25,Regular,6,Geel,4.988611,Mol,5.116333,154.74,18
Standard,250,Intercity,18,Herent,4.67219,Bruxelles-Midi,4.33653,140.42999999999998,19
Sleeping,380,Regular,15,Oostkamp,3.25747,Hansbeke,3.53621,98.97,21
Sleeping,320,Peak,15,Tronchiennes,3.655201,Bellem,3.48737,67.22,24
Standard,389,Regular,20,Oudegem,4.064472,Wetteren,3.88188,52.23,19
Female,273,Suburban,14,Huizingen,4.266485,Boondael,4.393081,61.300000000000004,14
Sleeping,561,Peak,2,Neerpelt,5.43717,Hamont,5.543276,22.67,23
Lux,462,Peak,13,Kessel,4.61846,Kessel,4.61846,136.71,30
Sleeping,437,Peak,19,Kwatrecht,3.829591,Schellebelle,3.92137,45.56,17
Lux,188,Intercity,5,Bruxelles-Chapelle,4.34787,Bruxelles-Midi,4.33653,20.95,18
Lux,426,Regular,9,Limal,4.5753,Limal,4.5753,81.85,30
Female,156,Suburban,7,Grammont,3.872326,Lierde,3.826561,22.93,18
Lux,466,Peak,19,Bokrijk,5.408383,Kiewit,5.350226,275.41999999999996,24
Standard,95,Intercity,14,Herseaux,3.245961,Froyennes,3.354835,33.27,22
Lux,195,Intercity,6,Bilzen,5.50938,Diegem,4.442773,1912.28,20
Standard,388,Regular,10,Natoye,5.061162,Ciney,5.091406,15.38,24
Standard,422,Regular,12,Bruges-Saint-Pierre,3.201796,Melle,3.79709,153.7,15
Female,53,Regular,20,Sint-Denijs-Boekel,3.6984,Sint-Denijs-Boekel,3.6984,43.26,27
Lux,119,Intercity,16,Harelbeke,3.314007,Courtrai,3.264548,99.44,19
Standard,70,Intercity,19,Overpelt,5.422756,Neerpelt,5.43717,2.73,25
Standard,277,Intercity,7,Lichtervelde,3.127209,Essene Lombeek,4.11517,236.46,25
Standard,111,Suburban,13,Zandbergen,3.957652,Okegem,4.054554,38.29,19
Standard,329,Intercity,16,Anvers-Berchem,4.432219,Boechout,4.494487,31.26,15
Standard,143,Regular,17,Bruxelles-Chapelle,4.34787,Bruxelles-Central,4.356804,7,25
Lux,283,Intercity,10,Soignies,4.067518,Jurbise,3.91069,506.62000000000006,30
Standard,456,Peak,3,Schulen,5.187405,Zichem,4.98736,76.67,26
Lux,34,Regular,5,Jemappes,3.885583,Jemappes,3.885583,161.79000000000002,20
Standard,541,Peak,17,Bruxelles-Congrès,4.362051,Ede,3.987525,98.23000000000002,15
Standard,291,Intercity,9,Nimy,3.956093,Nimy,3.956093,18.57,29
Female,444,Peak,19,Bruges,3.21673,Bruges-Saint-Pierre,3.201796,10.45,31
Standard,250,Intercity,18,Bruxelles-Central,4.356804,Lede,3.98498,98.15000000000002,28
Female,517,Peak,15,Anseremme,4.90553,Gendron-Celles,4.964611,24.78,20
Lux,512,Peak,11,Jambes-Est,4.88026,Jambes-Est,4.88026,92.85,21
Female,52,Regular,4,Merelbeke,3.76889,Melle,3.79709,36.03,25
Standard,493,Peak,16,Maffle,3.800117,Maffle,3.800117,15.190000000000001,27
Standard,576,Regular,10,Kapelle-op-den-Bos,4.359118,Malines,4.482785,23.14,20
Standard,56,Intercity,20,Anvers-Sud,4.390264,Anvers-Berchem,4.432219,21.240000000000002,17
Standard,256,Intercity,16,Silly,3.935861,Bockstael,4.34851,164.16,25
Sleeping,401,Regular,2,Bertrix,5.267189,Libramont,5.37927,43.49,15
Standard,416,Suburban,10,Gentbrugge,3.756326,Gand-Saint-Pierre,3.710673,8.37,28
Sleeping,16,Regular,3,Aye,5.301096,Marloie,5.31389,8.71,28
Standard,146,Regular,16,Bruxelles-Chapelle,4.34787,Chastre,4.648884,110.20000000000002,21
Female,566,Suburban,10,Wolfstee,4.786148,Nijlen,4.666589,52.06,29
Lux,451,Peak,12,Merelbeke,3.76889,Wetteren,3.88188,319.99,15
Standard,256,Intercity,16,Mouscron,3.228449,Bockstael,4.34851,331,28
Standard,143,Regular,17,Bruxelles-Chapelle,4.34787,Mortsel-Oude God,4.455737,100.94000000000003,25
Lux,315,Intercity,10,Harelbeke,3.314007,Deinze,3.534435,689.1299999999999,19
Standard,376,Suburban,4,Diepenbeek,5.419946,Diepenbeek,5.419946,40.7,27
Standard,424,Regular,12,De Pinte,3.650467,Kortemark,3.043456,163.65,25
Lux,255,Intercity,19,Zele,4.042001,Lebbeke,4.134372,327.49,26
Female,8,Regular,3,Gentbrugge,3.756326,Gand-Saint-Pierre,3.710673,12.55,26
Female,308,Suburban,10,Rhisnes,4.80187,Chastre,4.648884,101.61,18
Standard,159,Suburban,17,Balegem-Zuid,3.80587,Balegem-Dorp,3.791423,19.11,20
Standard,469,Peak,15,Kiewit,5.350226,Hasselt,5.327631,7.59,19
Sleeping,550,Peak,3,Idegem,3.921556,Lede,3.98498,110.84,20
Sleeping,396,Regular,16,Viville,5.786525,Stockem,5.769116,54.160000000000004,28
Standard,231,Suburban,17,Beveren,4.259525,Anvers-Berchem,4.432219,44.42,18
Standard,567,Peak,18,Diest,5.05003,Nossegem,4.50611,151.04,21
Standard,323,Intercity,14,Bruxelles-Nord,4.36085,Bruxelles-Nord,4.36085,8.03,16
Standard,250,Intercity,18,Liedekerke,4.09529,Schellebelle,3.92137,107.27000000000001,28
Sleeping,396,Regular,16,Habay,5.632689,Neufchâteau,5.452557,155.01,23
Sleeping,408,Regular,17,Aye,5.301096,Leignon,5.10778,88.15,26
Lux,318,Intercity,13,Bruges,3.21673,Ostende,2.92581,329.21,16
Standard,103,Intercity,8,Bokrijk,5.408383,Landen,5.07966,118.72000000000001,28
Standard,56,Intercity,20,Nieuwkerken-Waas,4.185904,Nieuwkerken-Waas,4.185904,20.2,19
Lux,34,Regular,5,Quaregnon,3.856541,Saint-Ghislain,3.820255,69.51,20
Standard,276,Intercity,8,Brussels Airport-Zaventem,4.482072,Denderleeuw,4.07183,108.44000000000001,18
Standard,383,Regular,8,Marloie,5.31389,Marloie,5.31389,25.79,18
Standard,113,Regular,13,Munkzwalm,3.733242,Zottegem,3.81441,17.07,16
Sleeping,497,Peak,9,Bruxelles-Chapelle,4.34787,Bruxelles-Nord,4.36085,20.46,26
Sleeping,563,Peak,3,Neerpelt,5.43717,Kessel,4.61846,214.99,30
Standard,275,Intercity,10,Bruxelles-Central,4.356804,Neerwinden,5.03632,171.85,22
Standard,597,Peak,17,De Pinte,3.650467,De Pinte,3.650467,37.650000000000006,19
Female,545,Peak,20,Vichte,3.391627,Hillegem,3.85747,202.01,27
Standard,181,Suburban,5,Tour-et-Taxis,4.342105,Tour-et-Taxis,4.342105,7.51,29
Sleeping,550,Peak,3,Schendelbeke,3.899285,Erembodegem,4.055451,97.28,26
Sleeping,404,Regular,12,Florenville,5.33112,Florenville,5.33112,128.51,22
Standard,263,Suburban,16,Hal,4.240633,Germoir,4.379445,95.4,30
Sleeping,411,Regular,3,Chapois,5.12426,Marloie,5.31389,100.37,21
Standard,510,Peak,19,Halanzy,5.741347,Virton,5.519122,43.04,18
Sleeping,144,Regular,18,Bruxelles-Chapelle,4.34787,Kortenberg,4.5433,80.91,28
Standard,236,Regular,12,Puurs,4.282701,Puurs,4.282701,22.43,21
Standard,489,Peak,19,Bruxelles-Nord,4.36085,Lot,4.2737,42.519999999999996,23
Lux,295,Intercity,15,Ronet,4.82842,Gouy-lez-Piéton,4.325126,1299.5399999999997,26
Standard,597,Peak,17,Aarsele,3.41836,Tielt,3.33034,78.37,28
Sleeping,380,Regular,15,Aalter,3.447848,Kapelle-op-den-Bos,4.359118,286.92,19
Lux,34,Regular,5,Jemappes,3.885583,Jemappes,3.885583,161.79000000000002,14
Lux,195,Intercity,6,Bruxelles-Congrès,4.362051,Merelbeke,3.76889,1135.66,25
Lux,44,Regular,3,De Pinte,3.650467,Deinze,3.534435,513.5999999999999,19
Sleeping,555,Peak,5,Ingelmunster,3.255416,Ingelmunster,3.255416,43.89,31
Lux,87,Intercity,2,Harelbeke,3.314007,Courtrai,3.264548,99.44,15
Female,156,Suburban,7,Lierde,3.826561,Zottegem,3.81441,20.58,20
Standard,275,Intercity,10,Erps-Kwerps,4.585,Tirlemont,4.92581,103.44,19
Standard,379,Regular,10,Merelbeke,3.76889,Baasrode-Zuid,4.153496,95.9,14
Female,594,Suburban,5,Bruxelles-Nord,4.36085,Bruxelles-Congrès,4.362051,15.02,19
Standard,359,Regular,9,Papignies,3.82341,Acren,3.84709,33.95,23
Sleeping,28,Regular,12,Lierde,3.826561,Zottegem,3.81441,18.86,16
Standard,200,Intercity,2,Erembodegem,4.055451,Melle,3.79709,73.05,19
Sleeping,84,Regular,13,Nieuwkerken-Waas,4.185904,Zwijndrecht,4.329776,56.05,26
Female,27,Regular,19,Lommel,5.312032,Mol,5.116333,45.01,15
Sleeping,590,Regular,13,Malderen,4.22911,Schellebelle,3.92137,108.63,15
Standard,337,Intercity,13,Dolhain-Gileppe,5.93649,Fraipont,5.723666,77.47,14
Standard,422,Regular,12,Schoonaarde,4.011095,Duffel,4.493184,132.06,25
Lux,187,Intercity,3,Bruxelles-Chapelle,4.34787,Bruxelles-Congrès,4.362051,67.14,14
Standard,421,Regular,3,Tielen,4.89309,Melle,3.79709,256.28999999999996,29
Female,136,Regular,5,Antoing,3.45131,Saint-Ghislain,3.820255,187.91000000000003,14
Female,542,Suburban,13,De Pinte,3.650467,Eine,3.623777,85.4,18
Standard,184,Intercity,17,Gembloux,4.691497,Bruxelles-Chapelle,4.34787,126.22000000000001,15
Lux,543,Peak,14,Sint-Denijs-Boekel,3.6984,Welle,4.050617,765.2199999999999,17
Female,518,Peak,15,Gedinne,4.978077,Yvoir,4.87864,203.38,30
Standard,291,Intercity,9,Nimy,3.956093,Mons,3.942542,5.66,26
Lux,543,Peak,14,Sint-Denijs-Boekel,3.6984,Hillegem,3.85747,461.4,23
Sleeping,555,Peak,5,Roulers,3.130415,Lichtervelde,3.127209,66,21
Standard,551,Suburban,13,Lierde,3.826561,Zottegem,3.81441,13.72,19
Standard,181,Suburban,5,Tour-et-Taxis,4.342105,Simonis,4.328982,3.61,26
Standard,504,Peak,15,Ernage,4.66854,Chastre,4.648884,18.229999999999997,21
Lux,330,Intercity,17,Anvers-Berchem,4.432219,Kessel,4.61846,371.28000000000003,14
Standard,599,Intercity,5,Marchienne-au-Pont,4.39422,Havré,4.059987,110.84999999999998,19
Standard,249,Intercity,4,Coxyde,2.652773,Furnes,2.66994,49.46000000000001,30
Female,581,Peak,4,Leignon,5.10778,Leignon,5.10778,17.51,29
Standard,338,Intercity,10,Balen,5.164985,Mol,5.116333,9.41,17
Standard,354,Regular,10,Quaregnon,3.856541,Jemappes,3.885583,30.84,17
Standard,56,Intercity,20,Nieuwkerken-Waas,4.185904,Beveren,4.259525,24.32,30
Sleeping,232,Regular,9,Wespelaar-Tildonk,4.638014,Boortmeerbeek,4.5739,38.44,18
Standard,143,Regular,17,Weerde,4.470935,Kontich-Lint,4.476358,51.800000000000004,29
Female,39,Regular,20,Tronchiennes,3.655201,Landegem,3.576856,49.11,29
Standard,383,Regular,8,Marloie,5.31389,Rivage,5.587635,125.78,18
Standard,277,Intercity,7,Tielt,3.33034,Sint-Martens-Bodegem,4.20508,237.58,29
Female,522,Peak,17,Florenville,5.33112,Virton,5.519122,80.41,30
Standard,268,Intercity,12,Lembeek,4.22158,Ecaussinnes,4.156637,59.120000000000005,30
Standard,287,Suburban,2,Herent,4.67219,Zaventem,4.46989,58.5,19
Lux,431,Regular,12,Bruxelles-Chapelle,4.34787,Bruxelles-Congrès,4.362051,67.14,21
Standard,346,Suburban,4,Le Campinaire,4.542787,Jemeppe-sur-Sambre,4.66263,40.07,16
Standard,359,Regular,9,Grammont,3.872326,Acren,3.84709,11.24,16
Standard,60,Intercity,12,Zele,4.042001,Lokeren,3.987794,12.9,21
Female,267,Suburban,10,Weerde,4.470935,Eppegem,4.45749,38.870000000000005,24
Standard,181,Suburban,5,Jette,4.326218,Tour-et-Taxis,4.342105,3.9,22
Standard,416,Suburban,10,Gand-Dampoort,3.74059,Gand-Dampoort,3.74059,31.06,15
Female,343,Suburban,18,Jemeppe-sur-Sambre,4.66263,Ronet,4.82842,89.47,19
Lux,318,Intercity,13,Bruges,3.21673,Gand-Saint-Pierre,3.710673,2060.6699999999996,16
Standard,405,Regular,9,Messancy,5.818919,Athus,5.828944,7.76,17
Sleeping,465,Peak,11,Neerwinden,5.03632,Louvain,4.715868,133.39,22
Female,265,Suburban,15,Huizingen,4.266485,Boondael,4.393081,61.300000000000004,14
Sleeping,408,Regular,17,Poix-Saint-Hubert,5.292646,Libramont,5.37927,45.25,17
Female,106,Suburban,2,Viane-Moerbeke,3.91734,Gammerages,3.965726,43.239999999999995,29
Standard,277,Intercity,7,Coxyde,2.652773,Schellebelle,3.92137,264.44,19
Standard,111,Suburban,13,Schendelbeke,3.899285,Grammont,3.872326,9.05,26
Standard,81,Intercity,19,Aarsele,3.41836,Deinze,3.534435,22.37,26
Female,304,Suburban,3,Bruxelles-Midi,4.33653,Bruxelles-Ouest,4.32104,6.98,15
Lux,600,Intercity,3,Marchienne-au-Pont,4.39422,Callenelle,3.526178,1851.8600000000004,17
Female,414,Suburban,8,Bierges-Walibi,4.59475,Wavre,4.60478,4.74,24
Lux,104,Intercity,19,Alken,5.292867,Diegem,4.442773,1665.87,28
Standard,417,Suburban,4,Gammerages,3.965726,Buizingen,4.25856,89.96,19
Standard,190,Intercity,16,Marloie,5.31389,Beuzet,4.748531,199.48000000000002,20
Standard,127,Suburban,8,Bruxelles-Congrès,4.362051,Linkebeek,4.339434,30.09,21
Lux,498,Peak,18,Ciney,5.091406,Forrières,5.276783,854.29,26
Female,530,Peak,8,Bruxelles-Nord,4.36085,Hal,4.240633,82.52000000000001,27
Standard,417,Suburban,4,Viane-Moerbeke,3.91734,Herne,4.014578,44.74,30
Sleeping,574,Regular,12,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,20.57,18
Standard,350,Regular,13,Jemappes,3.885583,Harchies,3.698768,73.29,17
Standard,38,Regular,4,Ruisbroek-Sauvegarde,4.325001,Ruisbroek-Sauvegarde,4.325001,14.149999999999999,30
Female,566,Suburban,10,Kessel,4.61846,Kessel,4.61846,27.35,23
Sleeping,592,Peak,10,Wetteren,3.88188,Kapelle-op-den-Bos,4.359118,170.01,17
Standard,422,Regular,12,Duffel,4.493184,Mol,5.116333,142.16,23
Female,9,Regular,14,Messancy,5.818919,Arlon,5.809972,33.66,29
Lux,284,Intercity,8,Ghlin,3.90634,Hennuyères,4.17589,855.6099999999999,23
Standard,101,Intercity,10,Oostkamp,3.25747,Maria-Aalter,3.38673,48.28,22
Standard,56,Intercity,20,Nieuwkerken-Waas,4.185904,Zwijndrecht,4.329776,40.77,23
Lux,512,Peak,11,Courrière,4.996051,Assesse,5.022836,244.8,30
Standard,510,Peak,19,Athus,5.828944,Aubange,5.798058,6.01,27
Standard,200,Intercity,2,Sint-Gillis,4.117831,Opwijk,4.187317,29.650000000000002,20
Standard,461,Suburban,11,Wolfstee,4.786148,Wolfstee,4.786148,13.870000000000001,18
Lux,332,Intercity,15,Geel,4.988611,Mol,5.116333,154.74,27
Standard,266,Peak,11,Iddergem,4.068488,Eichem,3.993748,30.68,31
Lux,430,Regular,5,Bierges-Walibi,4.59475,Hoeilaart,4.46741,379.22,27
Standard,338,Intercity,10,Balen,5.164985,Zolder,5.330274,76.92999999999999,28
Standard,458,Intercity,12,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,14.96,17
Lux,565,Peak,8,Bilzen,5.50938,Hasselt,5.327631,693.8399999999999,31
Sleeping,404,Regular,12,Aubange,5.798058,Athus,5.828944,8.27,14
Female,594,Suburban,5,Bruxelles-Nord,4.36085,Denderleeuw,4.07183,116.96000000000002,16
Standard,64,Intercity,15,Haren-Sud,4.415358,Bruxelles-Nord,4.36085,21.840000000000003,26
Standard,579,Peak,12,Jemappes,3.885583,Saint-Ghislain,3.820255,55.5,23
Standard,337,Intercity,13,Dolhain-Gileppe,5.93649,Zaventem,4.46989,368.77000000000004,21
Lux,241,Intercity,13,Bruxelles-Midi,4.33653,Bruxelles-Chapelle,4.34787,1040.3,19
Standard,338,Intercity,10,Balen,5.164985,Mol,5.116333,9.41,19
Sleeping,465,Peak,11,Vertrijk,4.83552,Schaerbeek,4.37864,174.70000000000002,23
Female,265,Suburban,15,Huizingen,4.266485,Germoir,4.379445,75.15,21
Standard,338,Intercity,10,Hasselt,5.327631,Zonhoven,5.348813,15.53,31
